State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Alabama,1,Exposure to excessive natural cold,X31,11,4874747,Unreliable
Alabama,1,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,65,4874747,1.3
Alabama,1,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,261,4874747,5.4
Alabama,1,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,423,4874747,8.7
Alabama,1,Accidental poisoning by and exposure to alcohol,X45,20,4874747,0.4
Alabama,1,Accidental poisoning by and exposure to other gases and vapours,X47,12,4874747,Unreliable
Alabama,1,Exposure to unspecified factor causing fracture,X59.0,110,4874747,2.3
Alabama,1,Exposure to unspecified factor causing other and unspecified injury,X59.9,112,4874747,2.3
Alabama,1,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,40,4874747,0.8
Alabama,1,"Intentional self-harm by hanging, strangulation and suffocation",X70,165,4874747,3.4
Alabama,1,Intentional self-harm by handgun discharge,X72,116,4874747,2.4
Alabama,1,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,46,4874747,0.9
Alabama,1,Intentional self-harm by other and unspecified firearm discharge,X74,411,4874747,8.4
Alabama,1,Intentional self-harm by jumping from a high place,X80,10,4874747,Unreliable
Alabama,1,"Assault by hanging, strangulation and suffocation",X91,15,4874747,Unreliable
Alabama,1,Assault by handgun discharge,X93,77,4874747,1.6
Alabama,1,"Assault by rifle, shotgun and larger firearm discharge",X94,19,4874747,Unreliable
Alabama,1,Assault by other and unspecified firearm discharge,X95,410,4874747,8.4
Alabama,1,Assault by sharp object,X99,28,4874747,0.6
Alabama,1,Assault by other specified means,Y08,10,4874747,Unreliable
Alabama,1,Assault by unspecified means,Y09,30,4874747,0.6
Alabama,1,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,21,4874747,0.4
Alabama,1,"Other and unspecified firearm discharge, undetermined intent",Y24,15,4874747,Unreliable
Alabama,1,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,4874747,Unreliable
Alabama,1,"Surgical procedure, unspecified",Y83.9,20,4874747,0.4
Alaska,2,"Septicaemia, unspecified",A41.9,39,739795,5.3
Alaska,2,"Oesophagus, unspecified - Malignant neoplasms",C15.9,35,739795,4.7
Alaska,2,"Stomach, unspecified - Malignant neoplasms",C16.9,25,739795,3.4
Alaska,2,"Colon, unspecified - Malignant neoplasms",C18.9,79,739795,10.7
Alaska,2,Malignant neoplasm of rectum,C20,20,739795,2.7
Alaska,2,Liver cell carcinoma - Malignant neoplasms,C22.0,24,739795,3.2
Alaska,2,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,11,739795,Unreliable
Alaska,2,"Pancreas, unspecified - Malignant neoplasms",C25.9,60,739795,8.1
Alaska,2,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,199,739795,26.9
Alaska,2,"Breast, unspecified - Malignant neoplasms",C50.9,61,739795,8.2
Alaska,2,Malignant neoplasm of ovary,C56,17,739795,Unreliable
Alaska,2,Malignant neoplasm of prostate,C61,39,739795,5.3
Alaska,2,"Malignant neoplasm of kidney, except renal pelvis",C64,22,739795,3
Alaska,2,"Bladder, unspecified - Malignant neoplasms",C67.9,27,739795,3.6
Alaska,2,"Brain, unspecified - Malignant neoplasms",C71.9,31,739795,4.2
Alaska,2,Malignant neoplasm without specification of site,C80,64,739795,8.7
Alaska,2,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,10,739795,Unreliable
Alaska,2,Multiple myeloma - Malignant neoplasms,C90.0,13,739795,Unreliable
Alaska,2,Acute myeloid leukaemia - Malignant neoplasms,C92.0,14,739795,Unreliable
Alaska,2,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,15,739795,Unreliable
Alaska,2,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,36,739795,4.9
Alaska,2,"Unspecified diabetes mellitus, with renal complications",E14.2,11,739795,Unreliable
Alaska,2,"Unspecified diabetes mellitus, without complications",E14.9,43,739795,5.8
Alaska,2,Other obesity,E66.8,12,739795,Unreliable
Alaska,2,"Obesity, unspecified",E66.9,15,739795,Unreliable
Alaska,2,"Hyperlipidaemia, unspecified",E78.5,23,739795,3.1
Alaska,2,"Vascular dementia, unspecified",F01.9,25,739795,3.4
Alaska,2,Unspecified dementia,F03,111,739795,15
Alaska,2,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,12,739795,Unreliable
Alaska,2,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,17,739795,Unreliable
Alaska,2,Motor neuron disease,G12.2,14,739795,Unreliable
Alaska,2,Parkinson disease,G20,34,739795,4.6
Alaska,2,"Alzheimer disease, unspecified",G30.9,97,739795,13.1
Alaska,2,Other specified degenerative diseases of nervous system,G31.8,12,739795,Unreliable
Alaska,2,"Anoxic brain damage, not elsewhere classified",G93.1,21,739795,2.8
Alaska,2,Essential (primary) hypertension,I10,22,739795,3
Alaska,2,Hypertensive heart disease without (congestive) heart failure,I11.9,43,739795,5.8
Alaska,2,Hypertensive renal disease with renal failure,I12.0,16,739795,Unreliable
Alaska,2,Acute subendocardial myocardial infarction,I21.4,10,739795,Unreliable
Alaska,2,"Acute myocardial infarction, unspecified",I21.9,86,739795,11.6
Alaska,2,"Atherosclerotic cardiovascular disease, so described",I25.0,178,739795,24.1
Alaska,2,Atherosclerotic heart disease,I25.1,169,739795,22.8
Alaska,2,Aortic (valve) stenosis,I35.0,15,739795,Unreliable
Alaska,2,"Cardiomyopathy, unspecified",I42.9,22,739795,3
Alaska,2,"Cardiac arrest, unspecified",I46.9,19,739795,Unreliable
Alaska,2,Atrial fibrillation and flutter,I48,43,739795,5.8
Alaska,2,Congestive heart failure,I50.0,68,739795,9.2
Alaska,2,"Heart failure, unspecified",I50.9,20,739795,2.7
Alaska,2,"Cardiovascular disease, unspecified",I51.6,12,739795,Unreliable
Alaska,2,"Intracerebral haemorrhage, unspecified",I61.9,21,739795,2.8
Alaska,2,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,16,739795,Unreliable
Alaska,2,"Stroke, not specified as haemorrhage or infarction",I64,95,739795,12.8
Alaska,2,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,16,739795,Unreliable
Alaska,2,"Peripheral vascular disease, unspecified",I73.9,13,739795,Unreliable
Alaska,2,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,12,739795,Unreliable
Alaska,2,"Pneumonia, unspecified",J18.9,41,739795,5.5
Alaska,2,"Emphysema, unspecified",J43.9,12,739795,Unreliable
Alaska,2,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,29,739795,3.9
Alaska,2,"Chronic obstructive pulmonary disease, unspecified",J44.9,145,739795,19.6
Alaska,2,Pneumonitis due to food and vomit,J69.0,32,739795,4.3
Alaska,2,Other interstitial pulmonary diseases with fibrosis,J84.1,17,739795,Unreliable
Alaska,2,"Vascular disorder of intestine, unspecified",K55.9,12,739795,Unreliable
Alaska,2,Other and unspecified intestinal obstruction,K56.6,11,739795,Unreliable
Alaska,2,Alcoholic fatty liver,K70.0,14,739795,Unreliable
Alaska,2,Alcoholic hepatitis,K70.1,17,739795,Unreliable
Alaska,2,Alcoholic cirrhosis of liver,K70.3,40,739795,5.4
Alaska,2,Alcoholic hepatic failure,K70.4,15,739795,Unreliable
Alaska,2,Other and unspecified cirrhosis of liver,K74.6,26,739795,3.5
Alaska,2,"Liver disease, unspecified",K76.9,14,739795,Unreliable
Alaska,2,"Gastrointestinal haemorrhage, unspecified",K92.2,10,739795,Unreliable
Alaska,2,"Rheumatoid arthritis, unspecified",M06.9,14,739795,Unreliable
Alaska,2,"Chronic kidney disease, stage 5",N18.5,20,739795,2.7
Alaska,2,"Chronic renal failure, unspecified",N18.9,12,739795,Unreliable
Alaska,2,Unspecified renal failure,N19,12,739795,Unreliable
Alaska,2,"Urinary tract infection, site not specified",N39.0,11,739795,Unreliable
Alaska,2,Other specified general symptoms and signs,R68.8,13,739795,Unreliable
Alaska,2,Other ill-defined and unspecified causes of mortality,R99,24,739795,3.2
Alaska,2,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,10,739795,Unreliable
Alaska,2,Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.9,13,739795,Unreliable
Alaska,2,Person injured in collision between other specified motor vehicles (traffic),V87.7,12,739795,Unreliable
Alaska,2,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,24,739795,3.2
Alaska,2,Other fall on same level,W18,50,739795,6.8
Alaska,2,Exposure to uncontrolled fire in building or structure,X00,11,739795,Unreliable
Alaska,2,Exposure to excessive natural cold,X31,23,739795,3.1
Alaska,2,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,20,739795,2.7
Alaska,2,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,36,739795,4.9
Alaska,2,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,67,739795,9.1
Alaska,2,Accidental poisoning by and exposure to alcohol,X45,22,739795,3
Alaska,2,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15,739795,Unreliable
Alaska,2,"Intentional self-harm by hanging, strangulation and suffocation",X70,53,739795,7.2
Alaska,2,Intentional self-harm by handgun discharge,X72,35,739795,4.7
Alaska,2,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,17,739795,Unreliable
Alaska,2,Intentional self-harm by other and unspecified firearm discharge,X74,67,739795,9.1
Alaska,2,Assault by other and unspecified firearm discharge,X95,44,739795,5.9
Alaska,2,Assault by sharp object,X99,15,739795,Unreliable
Arizona,4,Enterocolitis due to Clostridium difficile,A04.7,145,7016270,2.1
Arizona,4,Gastroenteritis and colitis of unspecified origin,A09.9,52,7016270,0.7
Arizona,4,Septicaemia due to Staphylococcus aureus,A41.0,21,7016270,0.3
Arizona,4,Septicaemia due to other Gram-negative organisms,A41.5,21,7016270,0.3
Arizona,4,"Septicaemia, unspecified",A41.9,411,7016270,5.9
Arizona,4,"Staphylococcal infection, unspecified",A49.0,12,7016270,Unreliable
Arizona,4,"Bacterial infection, unspecified",A49.9,10,7016270,Unreliable
Arizona,4,Creutzfeldt-Jakob disease - CJD,A81.0,13,7016270,Unreliable
Arizona,4,Chronic viral hepatitis C,B18.2,191,7016270,2.7
Arizona,4,HIV disease resulting in other specified conditions,B23.8,15,7016270,Unreliable
Arizona,4,Unspecified human immunodeficiency virus [HIV] disease,B24,25,7016270,0.4
Arizona,4,Other viral infections of unspecified site,B34.8,10,7016270,Unreliable
Arizona,4,Sequelae of other specified infectious and parasitic diseases,B94.8,10,7016270,Unreliable
Arizona,4,"Tongue, unspecified - Malignant neoplasms",C02.9,41,7016270,0.6
Arizona,4,"Mouth, unspecified - Malignant neoplasms",C06.9,16,7016270,Unreliable
Arizona,4,Malignant neoplasm of parotid gland,C07,17,7016270,Unreliable
Arizona,4,"Tonsil, unspecified - Malignant neoplasms",C09.9,21,7016270,0.3
Arizona,4,"Oropharynx, unspecified - Malignant neoplasms",C10.9,18,7016270,Unreliable
Arizona,4,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,10,7016270,Unreliable
Arizona,4,"Pharynx, unspecified - Malignant neoplasms",C14.0,31,7016270,0.4
Arizona,4,"Oesophagus, unspecified - Malignant neoplasms",C15.9,332,7016270,4.7
Arizona,4,Cardia - Malignant neoplasms,C16.0,15,7016270,Unreliable
Arizona,4,"Stomach, unspecified - Malignant neoplasms",C16.9,187,7016270,2.7
Arizona,4,Duodenum - Malignant neoplasms,C17.0,19,7016270,Unreliable
Arizona,4,Caecum - Malignant neoplasms,C18.0,15,7016270,Unreliable
Arizona,4,Appendix - Malignant neoplasms,C18.1,19,7016270,Unreliable
Arizona,4,Sigmoid colon - Malignant neoplasms,C18.7,14,7016270,Unreliable
Arizona,4,"Colon, unspecified - Malignant neoplasms",C18.9,875,7016270,12.5
Arizona,4,Malignant neoplasm of rectosigmoid junction,C19,60,7016270,0.9
Arizona,4,Malignant neoplasm of rectum,C20,115,7016270,1.6
Arizona,4,"Anus, unspecified - Malignant neoplasms",C21.0,14,7016270,Unreliable
Arizona,4,Liver cell carcinoma - Malignant neoplasms,C22.0,257,7016270,3.7
Arizona,4,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,122,7016270,1.7
Arizona,4,"Liver, unspecified - Malignant neoplasms",C22.9,201,7016270,2.9
Arizona,4,Malignant neoplasm of gallbladder,C23,39,7016270,0.6
Arizona,4,Extrahepatic bile duct - Malignant neoplasms,C24.0,21,7016270,0.3
Arizona,4,"Biliary tract, unspecified - Malignant neoplasms",C24.9,12,7016270,Unreliable
Arizona,4,"Pancreas, unspecified - Malignant neoplasms",C25.9,904,7016270,12.9
Arizona,4,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,28,7016270,0.4
Arizona,4,"Larynx, unspecified - Malignant neoplasms",C32.9,60,7016270,0.9
Arizona,4,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,21,7016270,0.3
Arizona,4,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,11,7016270,Unreliable
Arizona,4,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,2728,7016270,38.9
Arizona,4,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,26,7016270,0.4
Arizona,4,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,177,7016270,2.5
Arizona,4,Skin of scalp and neck - Malignant neoplasms,C44.4,47,7016270,0.7
Arizona,4,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,49,7016270,0.7
Arizona,4,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,34,7016270,0.5
Arizona,4,Retroperitoneum - Malignant neoplasms,C48.0,10,7016270,Unreliable
Arizona,4,"Peritoneum, unspecified - Malignant neoplasms",C48.2,10,7016270,Unreliable
Arizona,4,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",C49.2,10,7016270,Unreliable
Arizona,4,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,13,7016270,Unreliable
Arizona,4,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,57,7016270,0.8
Arizona,4,"Breast, unspecified - Malignant neoplasms",C50.9,837,7016270,11.9
Arizona,4,"Vulva, unspecified - Malignant neoplasms",C51.9,17,7016270,Unreliable
Arizona,4,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,75,7016270,1.1
Arizona,4,Endometrium - Malignant neoplasms,C54.1,110,7016270,1.6
Arizona,4,"Malignant neoplasm of uterus, part unspecified",C55,91,7016270,1.3
Arizona,4,Malignant neoplasm of ovary,C56,311,7016270,4.4
Arizona,4,Malignant neoplasm of prostate,C61,663,7016270,9.4
Arizona,4,"Testis, unspecified - Malignant neoplasms",C62.9,11,7016270,Unreliable
Arizona,4,"Malignant neoplasm of kidney, except renal pelvis",C64,319,7016270,4.5
Arizona,4,"Bladder, unspecified - Malignant neoplasms",C67.9,364,7016270,5.2
Arizona,4,"Brain, unspecified - Malignant neoplasms",C71.9,317,7016270,4.5
Arizona,4,Malignant neoplasm of thyroid gland,C73,38,7016270,0.5
Arizona,4,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,13,7016270,Unreliable
Arizona,4,"Head, face and neck - Malignant neoplasms",C76.0,13,7016270,Unreliable
Arizona,4,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,33,7016270,0.5
Arizona,4,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,10,7016270,Unreliable
Arizona,4,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,69,7016270,1
Arizona,4,Malignant neoplasm without specification of site,C80,452,7016270,6.4
Arizona,4,"Hodgkin disease, unspecified",C81.9,27,7016270,0.4
Arizona,4,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,11,7016270,Unreliable
Arizona,4,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,36,7016270,0.5
Arizona,4,Non-Hodgkin lymphoma large cell (diffuse),C83.3,67,7016270,1
Arizona,4,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,14,7016270,Unreliable
Arizona,4,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,73,7016270,1
Arizona,4,"Non-Hodgkin lymphoma, unspecified type",C85.9,174,7016270,2.5
Arizona,4,Multiple myeloma - Malignant neoplasms,C90.0,255,7016270,3.6
Arizona,4,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,42,7016270,0.6
Arizona,4,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,98,7016270,1.4
Arizona,4,Acute myeloid leukaemia - Malignant neoplasms,C92.0,211,7016270,3
Arizona,4,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,17,7016270,Unreliable
Arizona,4,Other myeloid leukaemia - Malignant neoplasms,C92.7,11,7016270,Unreliable
Arizona,4,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,30,7016270,0.4
Arizona,4,"Leukaemia, unspecified - Malignant neoplasms",C95.9,43,7016270,0.6
Arizona,4,Malignant neoplasms of independent (primary) multiple sites,C97,74,7016270,1.1
Arizona,4,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,12,7016270,Unreliable
Arizona,4,"Brain, unspecified - Uncertain neoplasms",D43.2,40,7016270,0.6
Arizona,4,Polycythaemia vera,D45,10,7016270,Unreliable
Arizona,4,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,173,7016270,2.5
Arizona,4,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,17,7016270,Unreliable
Arizona,4,Connective and other soft tissue - Uncertain neoplasms,D48.1,12,7016270,Unreliable
Arizona,4,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,13,7016270,Unreliable
Arizona,4,"Aplastic anaemia, unspecified",D61.9,11,7016270,Unreliable
Arizona,4,"Anaemia, unspecified",D64.9,22,7016270,0.3
Arizona,4,Disseminated intravascular coagulation [defibrination syndrome],D65,10,7016270,Unreliable
Arizona,4,"Coagulation defect, unspecified",D68.9,22,7016270,0.3
Arizona,4,"Thrombocytopenia, unspecified",D69.6,12,7016270,Unreliable
Arizona,4,"Disorder involving the immune mechanism, unspecified",D89.9,11,7016270,Unreliable
Arizona,4,"Hypothyroidism, unspecified",E03.9,22,7016270,0.3
Arizona,4,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,25,7016270,0.4
Arizona,4,"Insulin-dependent diabetes mellitus, without complications",E10.9,29,7016270,0.4
Arizona,4,"Non-insulin-dependent diabetes mellitus, with ketoacidosis",E11.1,11,7016270,Unreliable
Arizona,4,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,285,7016270,4.1
